step,time_s,robot_x,robot_y,robot_vx,robot_vy,agent_i,hx,hy,dist,angle_deg
1,1740386103.247,0.742,-1.077,-0.306,-0.739,0,0.774,1.358,2.435,89.235
1,1740386103.247,0.742,-1.077,-0.306,-0.739,1,-0.762,-1.432,1.545,-166.702
1,1740386103.247,0.742,-1.077,-0.306,-0.739,2,-0.443,0.333,1.842,130.029
1,1740386103.247,0.742,-1.077,-0.306,-0.739,3,1.104,1.288,2.393,81.281
1,1740386103.247,0.742,-1.077,-0.306,-0.739,4,1.845,0.782,2.161,59.308
1,1740386103.247,0.742,-1.077,-0.306,-0.739,5,-0.988,-1.951,1.939,-153.186
1,1740386103.247,0.742,-1.077,-0.306,-0.739,6,-1.464,-0.072,2.424,155.518
1,1740386103.247,0.742,-1.077,-0.306,-0.739,7,-0.373,-0.254,1.386,143.555
1,1740386103.247,0.742,-1.077,-0.306,-0.739,8,-0.165,0.944,2.215,114.169
1,1740386103.247,0.742,-1.077,-0.306,-0.739,9,-1.619,-1.992,2.532,-158.821
1,1740386103.247,0.742,-1.077,-0.306,-0.739,10,-1.141,0.492,2.451,140.196
1,1740386103.247,0.742,-1.077,-0.306,-0.739,11,1.366,-1.872,1.011,-51.874
1,1740386103.247,0.742,-1.077,-0.306,-0.739,12,1.905,-0.478,1.308,27.231
1,1740386103.247,0.742,-1.077,-0.306,-0.739,13,-0.103,0.447,1.742,119.012
1,1740386103.247,0.742,-1.077,-0.306,-0.739,14,-1.021,-0.000,2.066,148.588
2,1740386103.443,0.629,-1.190,-0.566,-0.566,0,0.774,1.358,2.552,86.728
2,1740386103.443,0.629,-1.190,-0.566,-0.566,1,-0.762,-1.432,1.412,-170.116
2,1740386103.443,0.629,-1.190,-0.566,-0.566,2,-0.443,0.333,1.862,125.119
2,1740386103.443,0.629,-1.190,-0.566,-0.566,3,1.104,1.288,2.524,79.131
2,1740386103.443,0.629,-1.190,-0.566,-0.566,4,1.845,0.782,2.317,58.330
2,1740386103.443,0.629,-1.190,-0.566,-0.566,5,-0.988,-1.951,1.787,-154.787
2,1740386103.443,0.629,-1.190,-0.566,-0.566,6,-1.464,-0.072,2.373,151.897
2,1740386103.443,0.629,-1.190,-0.566,-0.566,7,-0.373,-0.254,1.371,136.929
2,1740386103.443,0.629,-1.190,-0.566,-0.566,8,-0.165,0.944,2.277,110.403
2,1740386103.443,0.629,-1.190,-0.566,-0.566,9,-1.619,-1.992,2.386,-160.373
2,1740386103.443,0.629,-1.190,-0.566,-0.566,10,-1.141,0.492,2.441,136.454
2,1740386103.443,0.629,-1.190,-0.566,-0.566,11,1.366,-1.872,1.005,-42.776
2,1740386103.443,0.629,-1.190,-0.566,-0.566,12,1.905,-0.478,1.461,29.146
2,1740386103.443,0.629,-1.190,-0.566,-0.566,13,-0.103,0.447,1.793,114.090
2,1740386103.443,0.629,-1.190,-0.566,-0.566,14,-1.021,-0.000,2.034,144.203
3,1740386103.643,0.515,-1.303,-0.566,-0.566,0,0.774,1.358,2.673,84.445
3,1740386103.643,0.515,-1.303,-0.566,-0.566,1,-0.762,-1.432,1.284,-174.226
3,1740386103.643,0.515,-1.303,-0.566,-0.566,2,-0.443,0.333,1.896,120.351
3,1740386103.643,0.515,-1.303,-0.566,-0.566,3,1.106,1.307,2.676,77.257
3,1740386103.643,0.515,-1.303,-0.566,-0.566,4,1.845,0.782,2.473,57.475
3,1740386103.643,0.515,-1.303,-0.566,-0.566,5,-0.988,-1.951,1.638,-156.682
3,1740386103.643,0.515,-1.303,-0.566,-0.566,6,-1.464,-0.072,2.331,148.132
3,1740386103.643,0.515,-1.303,-0.566,-0.566,7,-0.373,-0.254,1.375,130.251
3,1740386103.643,0.515,-1.303,-0.566,-0.566,8,-0.165,0.944,2.348,106.851
3,1740386103.643,0.515,-1.303,-0.566,-0.566,9,-1.619,-1.992,2.243,-162.124
3,1740386103.643,0.515,-1.303,-0.566,-0.566,10,-1.141,0.492,2.443,132.699
3,1740386103.643,0.515,-1.303,-0.566,-0.566,11,1.366,-1.872,1.023,-33.787
3,1740386103.643,0.515,-1.303,-0.566,-0.566,12,1.905,-0.478,1.616,30.696
3,1740386103.643,0.515,-1.303,-0.566,-0.566,13,-0.103,0.447,1.856,109.471
3,1740386103.643,0.515,-1.303,-0.566,-0.566,14,-1.021,-0.000,2.015,139.707
4,1740386103.840,0.454,-1.451,-0.306,-0.739,0,0.774,1.358,2.827,83.500
4,1740386103.840,0.454,-1.451,-0.306,-0.739,1,-0.762,-1.432,1.217,179.122
4,1740386103.840,0.454,-1.451,-0.306,-0.739,2,-0.443,0.333,1.997,116.690
4,1740386103.840,0.454,-1.451,-0.306,-0.739,3,1.107,1.326,2.852,76.770
4,1740386103.840,0.454,-1.451,-0.306,-0.739,4,1.845,0.782,2.630,58.082
4,1740386103.840,0.454,-1.451,-0.306,-0.739,5,-0.909,-1.868,1.426,-163.004
4,1740386103.840,0.454,-1.451,-0.306,-0.739,6,-1.464,-0.072,2.363,144.301
4,1740386103.840,0.454,-1.451,-0.306,-0.739,7,-0.327,-0.171,1.499,121.420
4,1740386103.840,0.454,-1.451,-0.306,-0.739,8,-0.165,0.944,2.474,104.501
4,1740386103.840,0.454,-1.451,-0.306,-0.739,9,-1.619,-1.992,2.143,-165.385
4,1740386103.840,0.454,-1.451,-0.306,-0.739,10,-1.141,0.492,2.514,129.387
4,1740386103.840,0.454,-1.451,-0.306,-0.739,11,1.361,-1.837,0.986,-23.077
4,1740386103.840,0.454,-1.451,-0.306,-0.739,12,1.905,-0.478,1.746,33.843
4,1740386103.840,0.454,-1.451,-0.306,-0.739,13,-0.103,0.447,1.978,106.370
4,1740386103.840,0.454,-1.451,-0.306,-0.739,14,-1.021,-0.000,2.069,135.484
5,1740386104.041,0.393,-1.599,-0.306,-0.739,0,0.774,1.358,2.981,82.652
5,1740386104.041,0.393,-1.599,-0.306,-0.739,1,-0.762,-1.432,1.167,171.800
5,1740386104.041,0.393,-1.599,-0.306,-0.739,2,-0.443,0.333,2.105,113.392
5,1740386104.041,0.393,-1.599,-0.306,-0.739,3,1.108,1.344,3.029,76.339
5,1740386104.041,0.393,-1.599,-0.306,-0.739,4,1.845,0.782,2.788,58.620
5,1740386104.041,0.393,-1.599,-0.306,-0.739,5,-0.830,-1.784,1.237,-171.387
5,1740386104.041,0.393,-1.599,-0.306,-0.739,6,-1.464,-0.072,2.404,140.586
5,1740386104.041,0.393,-1.599,-0.306,-0.739,7,-0.282,-0.089,1.654,114.084
5,1740386104.041,0.393,-1.599,-0.306,-0.739,8,-0.165,0.944,2.604,102.381
5,1740386104.041,0.393,-1.599,-0.306,-0.739,9,-1.619,-1.992,2.050,-168.953
5,1740386104.041,0.393,-1.599,-0.306,-0.739,10,-1.141,0.492,2.593,126.267
5,1740386104.041,0.393,-1.599,-0.306,-0.739,11,1.356,-1.802,0.985,-11.941
5,1740386104.041,0.393,-1.599,-0.306,-0.739,12,1.905,-0.478,1.882,36.544
5,1740386104.041,0.393,-1.599,-0.306,-0.739,13,-0.103,0.447,2.105,103.635
5,1740386104.041,0.393,-1.599,-0.306,-0.739,14,-1.021,-0.000,2.134,131.499
6,1740386104.241,0.332,-1.747,-0.306,-0.739,0,0.774,1.358,3.136,81.888
6,1740386104.241,0.332,-1.747,-0.306,-0.739,1,-0.762,-1.432,1.138,163.970
6,1740386104.241,0.332,-1.747,-0.306,-0.739,2,-0.443,0.333,2.219,110.425
6,1740386104.241,0.332,-1.747,-0.306,-0.739,3,1.110,1.363,3.205,75.957
6,1740386104.241,0.332,-1.747,-0.306,-0.739,4,1.845,0.782,2.946,59.100
6,1740386104.241,0.332,-1.747,-0.306,-0.739,5,-0.751,-1.700,1.084,177.555
6,1740386104.241,0.332,-1.747,-0.306,-0.739,6,-1.464,-0.072,2.455,137.012
6,1740386104.241,0.332,-1.747,-0.306,-0.739,7,-0.236,-0.007,1.830,108.079
6,1740386104.241,0.332,-1.747,-0.306,-0.739,8,-0.093,0.943,2.723,98.976
6,1740386104.241,0.332,-1.747,-0.306,-0.739,9,-1.619,-1.992,1.966,-172.842
6,1740386104.241,0.332,-1.747,-0.306,-0.739,10,-1.141,0.492,2.680,123.341
6,1740386104.241,0.332,-1.747,-0.306,-0.739,11,1.352,-1.768,1.020,-1.183
6,1740386104.241,0.332,-1.747,-0.306,-0.739,12,1.905,-0.478,2.021,38.878
6,1740386104.241,0.332,-1.747,-0.306,-0.739,13,-0.103,0.447,2.236,101.217
6,1740386104.241,0.332,-1.747,-0.306,-0.739,14,-1.021,-0.000,2.209,127.767
7,1740386104.441,0.271,-1.894,-0.306,-0.739,0,0.774,1.358,3.291,81.196
7,1740386104.441,0.271,-1.894,-0.306,-0.739,1,-0.762,-1.432,1.131,155.892
7,1740386104.441,0.271,-1.894,-0.306,-0.739,2,-0.401,0.445,2.434,106.007
7,1740386104.441,0.271,-1.894,-0.306,-0.739,3,1.111,1.381,3.382,75.614
7,1740386104.441,0.271,-1.894,-0.306,-0.739,4,1.845,0.782,3.105,59.532
7,1740386104.441,0.271,-1.894,-0.306,-0.739,5,-0.672,-1.617,0.982,163.579
7,1740386104.441,0.271,-1.894,-0.306,-0.739,6,-1.464,-0.072,2.516,133.596
7,1740386104.441,0.271,-1.894,-0.306,-0.739,7,-0.177,-0.100,1.849,103.994
7,1740386104.441,0.271,-1.894,-0.306,-0.739,8,-0.021,0.942,2.851,95.867
7,1740386104.441,0.271,-1.894,-0.306,-0.739,9,-1.619,-1.992,1.892,-177.056
7,1740386104.441,0.271,-1.894,-0.306,-0.739,10,-1.141,0.492,2.773,120.604
7,1740386104.441,0.271,-1.894,-0.306,-0.739,11,1.347,-1.733,1.088,8.539
7,1740386104.441,0.271,-1.894,-0.306,-0.739,12,1.905,-0.478,2.162,40.909
7,1740386104.441,0.271,-1.894,-0.306,-0.739,13,-0.103,0.447,2.371,99.070
7,1740386104.441,0.271,-1.894,-0.306,-0.739,14,-1.021,-0.000,2.293,124.293
8,1740386104.641,0.209,-2.042,-0.306,-0.739,0,0.774,1.358,3.446,80.566
8,1740386104.641,0.209,-2.042,-0.306,-0.739,1,-0.762,-1.432,1.147,147.877
8,1740386104.641,0.209,-2.042,-0.306,-0.739,2,-0.359,0.557,2.660,102.323
8,1740386104.641,0.209,-2.042,-0.306,-0.739,3,1.112,1.400,3.559,75.305
8,1740386104.641,0.209,-2.042,-0.306,-0.739,4,1.845,0.782,3.263,59.921
8,1740386104.641,0.209,-2.042,-0.306,-0.739,5,-0.593,-1.533,0.950,147.586
8,1740386104.641,0.209,-2.042,-0.306,-0.739,6,-1.464,-0.072,2.585,130.352
8,1740386104.641,0.209,-2.042,-0.306,-0.739,7,-0.117,-0.194,1.877,100.011
8,1740386104.641,0.209,-2.042,-0.306,-0.739,8,0.051,0.940,2.987,93.032
8,1740386104.641,0.209,-2.042,-0.306,-0.739,9,-1.619,-1.992,1.829,178.414
8,1740386104.641,0.209,-2.042,-0.306,-0.739,10,-1.141,0.492,2.872,118.050
8,1740386104.641,0.209,-2.042,-0.306,-0.739,11,1.342,-1.698,1.184,16.905
8,1740386104.641,0.209,-2.042,-0.306,-0.739,12,1.905,-0.478,2.307,42.689
8,1740386104.641,0.209,-2.042,-0.306,-0.739,13,-0.103,0.447,2.508,97.156
8,1740386104.641,0.209,-2.042,-0.306,-0.739,14,-1.021,-0.000,2.384,121.074
9,1740386104.841,0.148,-2.190,-0.306,-0.739,0,0.774,1.358,3.602,79.991
9,1740386104.841,0.148,-2.190,-0.306,-0.739,1,-0.762,-1.432,1.184,140.223
9,1740386104.841,0.148,-2.190,-0.306,-0.739,2,-0.316,0.669,2.896,99.227
9,1740386104.841,0.148,-2.190,-0.306,-0.739,3,1.113,1.419,3.736,75.025
9,1740386104.841,0.148,-2.190,-0.306,-0.739,4,1.845,0.782,3.422,60.274
9,1740386104.841,0.148,-2.190,-0.306,-0.739,5,-0.513,-1.449,0.993,131.770
9,1740386104.841,0.148,-2.190,-0.306,-0.739,6,-1.464,-0.072,2.662,127.286
9,1740386104.841,0.148,-2.190,-0.306,-0.739,7,-0.124,-0.194,2.015,97.765
9,1740386104.841,0.148,-2.190,-0.306,-0.739,8,-0.044,0.928,3.124,93.528
9,1740386104.841,0.148,-2.190,-0.306,-0.739,9,-1.619,-1.992,1.778,173.593
9,1740386104.841,0.148,-2.190,-0.306,-0.739,10,-1.141,0.492,2.976,115.670
9,1740386104.841,0.148,-2.190,-0.306,-0.739,11,1.337,-1.663,1.301,23.898
9,1740386104.841,0.148,-2.190,-0.306,-0.739,12,1.905,-0.478,2.453,44.257
9,1740386104.841,0.148,-2.190,-0.306,-0.739,13,-0.103,0.447,2.649,95.443
9,1740386104.841,0.148,-2.190,-0.306,-0.739,14,-1.021,-0.000,2.482,118.101
10,1740386105.040,0.087,-2.338,-0.306,-0.739,0,0.837,1.345,3.759,78.493
10,1740386105.040,0.087,-2.338,-0.306,-0.739,1,-0.762,-1.432,1.241,133.153
10,1740386105.040,0.087,-2.338,-0.306,-0.739,2,-0.274,0.781,3.139,96.604
10,1740386105.040,0.087,-2.338,-0.306,-0.739,3,1.115,1.437,3.913,74.771
10,1740386105.040,0.087,-2.338,-0.306,-0.739,4,1.845,0.782,3.581,60.596
10,1740386105.040,0.087,-2.338,-0.306,-0.739,5,-0.434,-1.366,1.103,118.195
10,1740386105.040,0.087,-2.338,-0.306,-0.739,6,-1.464,-0.072,2.746,124.400
10,1740386105.040,0.087,-2.338,-0.306,-0.739,7,-0.023,-0.257,2.083,93.011
10,1740386105.040,0.087,-2.338,-0.306,-0.739,8,-0.140,0.916,3.262,93.981
10,1740386105.040,0.087,-2.338,-0.306,-0.739,9,-1.620,-1.938,1.753,166.823
10,1740386105.040,0.087,-2.338,-0.306,-0.739,10,-1.141,0.492,3.085,113.455
10,1740386105.040,0.087,-2.338,-0.306,-0.739,11,1.333,-1.628,1.434,29.668
10,1740386105.040,0.087,-2.338,-0.306,-0.739,12,1.905,-0.478,2.601,45.649
10,1740386105.040,0.087,-2.338,-0.306,-0.739,13,-0.103,0.447,2.791,93.904
10,1740386105.040,0.087,-2.338,-0.306,-0.739,14,-1.021,-0.000,2.587,115.361
11,1740386105.229,0.026,-2.486,-0.306,-0.739,0,0.899,1.333,3.917,77.116
11,1740386105.229,0.026,-2.486,-0.306,-0.739,1,-0.762,-1.432,1.315,126.790
11,1740386105.229,0.026,-2.486,-0.306,-0.739,2,-0.232,0.892,3.388,94.362
11,1740386105.229,0.026,-2.486,-0.306,-0.739,3,1.116,1.456,4.090,74.538
11,1740386105.229,0.026,-2.486,-0.306,-0.739,4,1.845,0.782,3.740,60.891
11,1740386105.229,0.026,-2.486,-0.306,-0.739,5,-0.355,-1.282,1.262,107.555
11,1740386105.229,0.026,-2.486,-0.306,-0.739,6,-1.464,-0.072,2.836,121.691
11,1740386105.229,0.026,-2.486,-0.306,-0.739,7,0.079,-0.321,2.165,88.588
11,1740386105.229,0.026,-2.486,-0.306,-0.739,8,-0.235,0.904,3.400,94.399
11,1740386105.229,0.026,-2.486,-0.306,-0.739,9,-1.630,-1.831,1.781,158.415
11,1740386105.229,0.026,-2.486,-0.306,-0.739,10,-1.141,0.492,3.198,111.394
11,1740386105.229,0.026,-2.486,-0.306,-0.739,11,1.328,-1.593,1.579,34.420
11,1740386105.229,0.026,-2.486,-0.306,-0.739,12,1.905,-0.478,2.750,46.890
11,1740386105.229,0.026,-2.486,-0.306,-0.739,13,-0.103,0.447,2.935,92.515
11,1740386105.229,0.026,-2.486,-0.306,-0.739,14,-1.021,-0.000,2.697,112.840
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,0,0.893,1.302,4.023,75.885
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,1,-0.762,-1.432,1.348,120.042
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,2,-0.190,1.004,3.605,91.628
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,3,1.117,1.474,4.248,73.525
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,4,1.845,0.782,3.894,60.246
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,5,-0.276,-1.198,1.413,97.665
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,6,-1.464,-0.072,2.877,118.589
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,7,0.180,-0.385,2.230,83.098
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,8,-0.331,0.892,3.499,93.983
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,9,-1.640,-1.723,1.783,150.574
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,10,-1.141,0.492,3.265,108.821
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,11,1.323,-1.558,1.753,36.409
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,12,1.905,-0.478,2.910,46.786
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,13,-0.103,0.447,3.045,90.294
12,1740386105.435,-0.088,-2.599,-0.566,-0.566,14,-1.021,-0.000,2.761,109.764
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,0,0.888,1.272,4.130,74.717
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,1,-0.762,-1.432,1.397,113.691
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,2,-0.148,1.116,3.828,89.209
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,3,1.118,1.493,4.407,72.584
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,4,1.845,0.782,4.048,59.651
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,5,-0.197,-1.115,1.597,89.863
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,6,-1.464,-0.072,2.927,115.583
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,7,0.282,-0.448,2.314,77.962
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,8,-0.426,0.880,3.599,93.591
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,9,-1.651,-1.615,1.818,142.895
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,10,-1.141,0.492,3.339,106.356
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,11,1.318,-1.524,1.929,38.037
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,12,1.905,-0.478,3.070,46.693
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,13,-0.103,0.447,3.160,88.232
13,1740386105.628,-0.201,-2.712,-0.566,-0.566,14,-1.021,-0.000,2.833,106.836
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,0,0.882,1.241,4.238,73.609
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,1,-0.762,-1.432,1.463,107.844
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,2,-0.106,1.228,4.058,87.060
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,3,1.120,1.512,4.568,71.710
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,4,1.845,0.782,4.203,59.099
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,5,-0.118,-1.031,1.805,83.762
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,6,-1.464,-0.072,2.984,112.684
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,7,0.384,-0.512,2.416,73.222
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,8,-0.522,0.867,3.698,93.220
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,9,-1.613,-1.683,1.730,138.668
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,10,-1.143,0.492,3.419,104.041
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,11,1.313,-1.489,2.106,39.392
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,12,1.905,-0.478,3.229,46.609
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,13,-0.017,0.384,3.223,84.717
14,1740386105.831,-0.314,-2.825,-0.566,-0.566,14,-1.021,-0.000,2.912,104.059
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,0,0.877,1.210,4.348,72.556
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,1,-0.762,-1.432,1.543,102.549
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,2,-0.064,1.340,4.293,85.145
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,3,1.121,1.530,4.729,70.895
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,4,1.845,0.782,4.359,58.587
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,5,-0.039,-0.947,2.028,78.961
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,6,-1.464,-0.072,3.048,109.900
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,7,0.485,-0.576,2.533,68.891
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,8,-0.617,0.855,3.798,92.869
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,9,-1.575,-1.750,1.652,134.017
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,10,-1.146,0.491,3.504,101.835
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,11,1.309,-1.454,2.284,40.536
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,12,1.905,-0.478,3.389,46.533
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,13,0.069,0.322,3.297,81.348
15,1740386106.034,-0.427,-2.938,-0.566,-0.566,14,-1.021,-0.000,2.997,101.435
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,0,0.871,1.180,4.460,71.556
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,1,-0.762,-1.432,1.634,97.810
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,2,-0.021,1.452,4.533,83.429
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,3,1.122,1.549,4.891,70.133
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,4,1.845,0.782,4.514,58.110
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,5,0.041,-0.864,2.263,75.134
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,6,-1.464,-0.072,3.119,107.238
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,7,0.587,-0.639,2.662,64.961
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,8,-0.713,0.843,3.898,92.535
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,9,-1.537,-1.817,1.587,128.944
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,10,-1.148,0.491,3.594,99.737
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,11,1.304,-1.419,2.463,41.514
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,12,1.905,-0.478,3.549,46.464
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,13,0.155,0.259,3.383,78.139
16,1740386106.237,-0.540,-3.051,-0.566,-0.566,14,-1.021,-0.000,3.089,98.961
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,0,0.865,1.149,4.573,70.605
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,1,-0.762,-1.432,1.736,93.599
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,2,0.021,1.563,4.776,81.887
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,3,1.123,1.568,5.055,69.421
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,4,1.845,0.782,4.670,57.665
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,5,0.120,-0.780,2.507,72.038
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,6,-1.464,-0.072,3.197,104.700
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,7,0.688,-0.703,2.803,61.412
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,8,-0.808,0.831,3.998,92.218
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,9,-1.500,-1.885,1.534,123.480
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,10,-1.083,0.467,3.657,96.754
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,11,1.299,-1.384,2.642,42.360
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,12,1.905,-0.478,3.709,46.401
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,13,0.241,0.196,3.478,75.097
17,1740386106.439,-0.653,-3.164,-0.566,-0.566,14,-1.021,-0.000,3.186,96.634
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,0,0.860,1.118,4.687,69.700
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,1,-0.762,-1.432,1.845,89.870
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,2,0.063,1.675,5.022,80.496
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,3,1.125,1.586,5.218,68.754
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,4,1.933,0.806,4.895,56.536
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,5,0.199,-0.696,2.756,69.496
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,6,-1.464,-0.072,3.280,102.286
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,7,0.790,-0.767,2.954,58.213
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,8,-0.903,0.819,4.099,91.917
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,9,-1.462,-1.952,1.497,117.686
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,10,-1.019,0.443,3.730,93.880
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,11,1.294,-1.349,2.822,43.097
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,12,1.905,-0.478,3.869,46.343
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,13,0.327,0.134,3.583,72.224
18,1740386106.636,-0.766,-3.278,-0.566,-0.566,14,-1.021,-0.000,3.287,94.447
19,1740386106.829,-0.705,-3.130,0.306,0.739,0,0.854,1.087,4.496,69.710
19,1740386106.829,-0.705,-3.130,0.306,0.739,1,-0.762,-1.432,1.698,91.924
19,1740386106.829,-0.705,-3.130,0.306,0.739,2,0.105,1.787,4.983,80.644
19,1740386106.829,-0.705,-3.130,0.306,0.739,3,1.126,1.605,5.076,68.856
19,1740386106.829,-0.705,-3.130,0.306,0.739,4,2.020,0.830,4.807,55.457
19,1740386106.829,-0.705,-3.130,0.306,0.739,5,0.278,-0.613,2.702,68.664
19,1740386106.829,-0.705,-3.130,0.306,0.739,6,-1.464,-0.072,3.150,103.946
19,1740386106.829,-0.705,-3.130,0.306,0.739,7,0.891,-0.830,2.799,55.231
19,1740386106.829,-0.705,-3.130,0.306,0.739,8,-0.999,0.807,3.947,94.269
19,1740386106.829,-0.705,-3.130,0.306,0.739,9,-1.464,-1.954,1.400,122.832
19,1740386106.829,-0.705,-3.130,0.306,0.739,10,-0.954,0.419,3.558,94.012
19,1740386106.829,-0.705,-3.130,0.306,0.739,11,1.290,-1.315,2.697,42.303
19,1740386106.829,-0.705,-3.130,0.306,0.739,12,1.905,-0.478,3.720,45.453
19,1740386106.829,-0.705,-3.130,0.306,0.739,13,0.414,0.071,3.391,70.738
19,1740386106.829,-0.705,-3.130,0.306,0.739,14,-1.021,-0.000,3.146,95.768
20,1740386107.028,-0.644,-2.982,0.306,0.739,0,0.848,1.057,4.306,69.721
20,1740386107.028,-0.644,-2.982,0.306,0.739,1,-0.672,-1.414,1.568,91.017
20,1740386107.028,-0.644,-2.982,0.306,0.739,2,0.147,1.899,4.945,80.794
20,1740386107.028,-0.644,-2.982,0.306,0.739,3,1.127,1.623,4.934,68.964
20,1740386107.028,-0.644,-2.982,0.306,0.739,4,2.108,0.853,4.721,54.339
20,1740386107.028,-0.644,-2.982,0.306,0.739,5,0.357,-0.529,2.649,67.798
20,1740386107.028,-0.644,-2.982,0.306,0.739,6,-1.464,-0.072,3.023,105.748
20,1740386107.028,-0.644,-2.982,0.306,0.739,7,0.817,-0.789,2.635,56.327
