step,time_s,robot_x,robot_y,robot_vx,robot_vy,agent_i,agent_x,agent_y,dist,angle_deg
7,1.464,2.154,1.725,0.739,-0.306,1,-1.426,0.522,3.777,-161.428
7,1.464,2.154,1.725,0.739,-0.306,2,1.103,0.700,1.469,-135.733
7,1.464,2.154,1.725,0.739,-0.306,3,-1.368,-1.134,4.537,-140.936
7,1.464,2.154,1.725,0.739,-0.306,4,-0.414,0.371,2.903,-152.197
7,1.464,2.154,1.725,0.739,-0.306,5,0.881,-2.008,3.944,-108.840
7,1.464,2.154,1.725,0.739,-0.306,6,0.033,-1.185,3.601,-126.083
7,1.464,2.154,1.725,0.739,-0.306,7,-0.754,0.014,3.374,-149.537
7,1.464,2.154,1.725,0.739,-0.306,8,-1.400,-0.323,4.102,-150.054
7,1.464,2.154,1.725,0.739,-0.306,9,0.558,1.698,1.596,-179.055
7,1.464,2.154,1.725,0.739,-0.306,10,1.849,1.186,0.619,-119.559
7,1.464,2.154,1.725,0.739,-0.306,11,1.607,-0.047,1.854,-107.159
7,1.464,2.154,1.725,0.739,-0.306,12,0.610,1.376,1.583,-167.288
7,1.464,2.154,1.725,0.739,-0.306,13,1.866,-1.683,3.420,-94.844
7,1.464,2.154,1.725,0.739,-0.306,14,1.447,-0.562,2.394,-107.193
8,1.661,2.267,1.612,0.566,-0.566,0,-1.218,0.355,3.705,-160.165
8,1.661,2.267,1.612,0.566,-0.566,1,-1.406,0.467,3.848,-162.696
8,1.661,2.267,1.612,0.566,-0.566,2,1.134,0.656,1.482,-139.871
8,1.661,2.267,1.612,0.566,-0.566,3,-1.332,-1.174,4.552,-142.262
8,1.661,2.267,1.612,0.566,-0.566,4,-0.470,0.295,3.038,-154.313
8,1.661,2.267,1.612,0.566,-0.566,5,0.993,-2.036,3.863,-109.257
8,1.661,2.267,1.612,0.566,-0.566,6,0.102,-1.195,3.545,-127.650
8,1.661,2.267,1.612,0.566,-0.566,7,-0.754,0.014,3.418,-152.134
8,1.661,2.267,1.612,0.566,-0.566,8,-1.470,-0.363,4.228,-152.148
8,1.661,2.267,1.612,0.566,-0.566,9,0.506,1.757,1.768,175.293
8,1.661,2.267,1.612,0.566,-0.566,10,1.849,1.186,0.597,-134.542
8,1.661,2.267,1.612,0.566,-0.566,11,1.615,-0.152,1.881,-110.310
8,1.661,2.267,1.612,0.566,-0.566,12,0.610,1.376,1.674,-171.922
8,1.661,2.267,1.612,0.566,-0.566,13,1.866,-1.683,3.319,-96.956
8,1.661,2.267,1.612,0.566,-0.566,14,1.532,-0.570,2.302,-108.627
9,1.858,2.329,1.464,0.306,-0.739,0,-1.168,0.348,3.670,-162.300
9,1.858,2.329,1.464,0.306,-0.739,1,-1.386,0.413,3.861,-164.199
9,1.858,2.329,1.464,0.306,-0.739,2,1.166,0.613,1.441,-143.812
9,1.858,2.329,1.464,0.306,-0.739,3,-1.296,-1.214,4.507,-143.542
9,1.858,2.329,1.464,0.306,-0.739,4,-0.526,0.219,3.115,-156.447
9,1.858,2.329,1.464,0.306,-0.739,5,1.106,-2.063,3.733,-109.121
9,1.858,2.329,1.464,0.306,-0.739,6,0.170,-1.205,3.432,-128.961
9,1.858,2.329,1.464,0.306,-0.739,7,-0.754,0.014,3.407,-154.814
9,1.858,2.329,1.464,0.306,-0.739,8,-1.540,-0.404,4.296,-154.232
9,1.858,2.329,1.464,0.306,-0.739,9,0.477,1.714,1.869,172.294
9,1.858,2.329,1.464,0.306,-0.739,10,1.849,1.186,0.554,-149.961
9,1.858,2.329,1.464,0.306,-0.739,11,1.622,-0.258,1.861,-112.319
9,1.858,2.329,1.464,0.306,-0.739,12,0.610,1.376,1.721,-177.088
9,1.858,2.329,1.464,0.306,-0.739,13,1.842,-1.668,3.170,-98.838
9,1.858,2.329,1.464,0.306,-0.739,14,1.618,-0.578,2.162,-109.204
10,2.060,2.390,1.316,0.306,-0.739,0,-1.118,0.342,3.640,-164.473
10,2.060,2.390,1.316,0.306,-0.739,1,-1.366,0.358,3.876,-165.691
10,2.060,2.390,1.316,0.306,-0.739,2,1.198,0.570,1.406,-147.965
10,2.060,2.390,1.316,0.306,-0.739,3,-1.260,-1.255,4.465,-144.846
10,2.060,2.390,1.316,0.306,-0.739,4,-0.583,0.144,3.196,-158.475
10,2.060,2.390,1.316,0.306,-0.739,5,1.218,-2.091,3.603,-108.975
10,2.060,2.390,1.316,0.306,-0.739,6,0.239,-1.215,3.322,-130.360
10,2.060,2.390,1.316,0.306,-0.739,7,-0.754,0.014,3.403,-157.506
10,2.060,2.390,1.316,0.306,-0.739,8,-1.610,-0.444,4.371,-156.249
10,2.060,2.390,1.316,0.306,-0.739,9,0.448,1.672,1.974,169.609
10,2.060,2.390,1.316,0.306,-0.739,10,1.849,1.186,0.556,-166.531
10,2.060,2.390,1.316,0.306,-0.739,11,1.540,-0.329,1.852,-117.323
10,2.060,2.390,1.316,0.306,-0.739,12,0.610,1.376,1.781,178.057
10,2.060,2.390,1.316,0.306,-0.739,13,1.818,-1.654,3.025,-100.904
10,2.060,2.390,1.316,0.306,-0.739,14,1.703,-0.586,2.022,-109.862
11,2.262,2.390,1.156,-0.000,-0.800,0,-1.068,0.335,3.554,-166.641
11,2.262,2.390,1.156,-0.000,-0.800,1,-1.346,0.303,3.832,-167.145
11,2.262,2.390,1.156,-0.000,-0.800,2,1.229,0.527,1.320,-151.535
11,2.262,2.390,1.156,-0.000,-0.800,3,-1.224,-1.295,4.367,-145.860
11,2.262,2.390,1.156,-0.000,-0.800,4,-0.639,0.068,3.219,-160.239
11,2.262,2.390,1.156,-0.000,-0.800,5,1.331,-2.119,3.442,-107.919
11,2.262,2.390,1.156,-0.000,-0.800,6,0.236,-1.221,3.208,-132.189
11,2.262,2.390,1.156,-0.000,-0.800,7,-0.754,0.014,3.345,-160.040
11,2.262,2.390,1.156,-0.000,-0.800,8,-1.681,-0.485,4.389,-158.047
11,2.262,2.390,1.156,-0.000,-0.800,9,0.419,1.630,2.027,166.483
11,2.262,2.390,1.156,-0.000,-0.800,10,1.805,1.240,0.591,171.874
11,2.262,2.390,1.156,-0.000,-0.800,11,1.458,-0.401,1.815,-120.909
11,2.262,2.390,1.156,-0.000,-0.800,12,0.610,1.376,1.794,172.942
11,2.262,2.390,1.156,-0.000,-0.800,13,1.794,-1.640,2.858,-102.036
11,2.262,2.390,1.156,-0.000,-0.800,14,1.788,-0.594,1.850,-108.975
12,2.458,2.390,0.996,-0.000,-0.800,0,-1.017,0.328,3.472,-168.915
12,2.458,2.390,0.996,-0.000,-0.800,1,-1.326,0.249,3.790,-168.631
12,2.458,2.390,0.996,-0.000,-0.800,2,1.261,0.484,1.240,-155.584
12,2.458,2.390,0.996,-0.000,-0.800,3,-1.188,-1.335,4.271,-146.921
12,2.458,2.390,0.996,-0.000,-0.800,4,-0.695,-0.008,3.245,-161.977
12,2.458,2.390,0.996,-0.000,-0.800,5,1.443,-2.147,3.282,-106.759
12,2.458,2.390,0.996,-0.000,-0.800,6,0.232,-1.227,3.098,-134.149
12,2.458,2.390,0.996,-0.000,-0.800,7,-0.754,0.014,3.294,-162.657
12,2.458,2.390,0.996,-0.000,-0.800,8,-1.751,-0.525,4.411,-159.828
12,2.458,2.390,0.996,-0.000,-0.800,9,0.492,1.555,1.978,163.598
12,2.458,2.390,0.996,-0.000,-0.800,10,1.761,1.293,0.695,154.745
12,2.458,2.390,0.996,-0.000,-0.800,11,1.375,-0.473,1.785,-124.629
12,2.458,2.390,0.996,-0.000,-0.800,12,0.610,1.376,1.820,167.937
12,2.458,2.390,0.996,-0.000,-0.800,13,1.770,-1.625,2.693,-103.306
12,2.458,2.390,0.996,-0.000,-0.800,14,1.874,-0.602,1.679,-107.907
13,2.659,2.390,0.836,-0.000,-0.800,0,-1.080,0.310,3.509,-171.379
13,2.659,2.390,0.836,-0.000,-0.800,1,-1.306,0.194,3.751,-170.150
13,2.659,2.390,0.836,-0.000,-0.800,2,1.293,0.440,1.166,-160.169
13,2.659,2.390,0.836,-0.000,-0.800,3,-1.174,-1.366,4.189,-148.291
13,2.659,2.390,0.836,-0.000,-0.800,4,-0.752,-0.084,3.273,-163.685
13,2.659,2.390,0.836,-0.000,-0.800,5,1.556,-2.175,3.124,-105.482
13,2.659,2.390,0.836,-0.000,-0.800,6,0.229,-1.232,2.991,-136.252
13,2.659,2.390,0.836,-0.000,-0.800,7,-0.754,0.014,3.250,-165.350
13,2.659,2.390,0.836,-0.000,-0.800,8,-1.821,-0.566,4.438,-161.589
13,2.659,2.390,0.836,-0.000,-0.800,9,0.566,1.479,1.934,160.576
13,2.659,2.390,0.836,-0.000,-0.800,10,1.717,1.346,0.844,142.847
13,2.659,2.390,0.836,-0.000,-0.800,11,1.293,-0.545,1.763,-128.458
13,2.659,2.390,0.836,-0.000,-0.800,12,0.610,1.376,1.860,163.112
13,2.659,2.390,0.836,-0.000,-0.800,13,1.746,-1.611,2.530,-104.742
13,2.659,2.390,0.836,-0.000,-0.800,14,1.959,-0.610,1.508,-106.596
14,2.861,2.390,0.676,-0.000,-0.800,0,-1.001,0.244,3.418,-172.742
14,2.861,2.390,0.676,-0.000,-0.800,1,-1.286,0.140,3.715,-171.699
14,2.861,2.390,0.676,-0.000,-0.800,2,1.324,0.397,1.101,-165.332
14,2.861,2.390,0.676,-0.000,-0.800,3,-1.159,-1.397,4.110,-149.714
14,2.861,2.390,0.676,-0.000,-0.800,4,-0.808,-0.159,3.305,-165.363
14,2.861,2.390,0.676,-0.000,-0.800,5,1.669,-2.203,2.968,-104.068
14,2.861,2.390,0.676,-0.000,-0.800,6,0.226,-1.238,2.889,-138.506
14,2.861,2.390,0.676,-0.000,-0.800,7,-0.754,0.014,3.213,-168.112
14,2.861,2.390,0.676,-0.000,-0.800,8,-1.891,-0.606,4.468,-163.328
14,2.861,2.390,0.676,-0.000,-0.800,9,0.639,1.404,1.896,157.424
14,2.861,2.390,0.676,-0.000,-0.800,10,1.674,1.399,1.018,134.751
14,2.861,2.390,0.676,-0.000,-0.800,11,1.211,-0.616,1.749,-132.366
14,2.861,2.390,0.676,-0.000,-0.800,12,0.610,1.376,1.913,158.522
14,2.861,2.390,0.676,-0.000,-0.800,13,1.722,-1.596,2.368,-106.375
14,2.861,2.390,0.676,-0.000,-0.800,14,2.044,-0.617,1.339,-104.953
15,3.060,2.390,0.516,-0.000,-0.800,0,-0.922,0.178,3.329,-174.178
15,3.060,2.390,0.516,-0.000,-0.800,1,-1.266,0.085,3.682,-173.277
15,3.060,2.390,0.516,-0.000,-0.800,2,1.356,0.354,1.047,-171.087
15,3.060,2.390,0.516,-0.000,-0.800,3,-1.144,-1.428,4.033,-151.192
15,3.060,2.390,0.516,-0.000,-0.800,4,-0.864,-0.235,3.340,-167.006
15,3.060,2.390,0.516,-0.000,-0.800,5,1.781,-2.230,2.813,-102.499
15,3.060,2.390,0.516,-0.000,-0.800,6,0.222,-1.244,2.792,-140.921
15,3.060,2.390,0.516,-0.000,-0.800,7,-0.754,0.014,3.184,-170.931
15,3.060,2.390,0.516,-0.000,-0.800,8,-1.961,-0.646,4.503,-165.041
15,3.060,2.390,0.516,-0.000,-0.800,9,0.712,1.329,1.864,154.153
15,3.060,2.390,0.516,-0.000,-0.800,10,1.630,1.452,1.206,129.094
15,3.060,2.390,0.516,-0.000,-0.800,11,1.129,-0.688,1.744,-136.317
15,3.060,2.390,0.516,-0.000,-0.800,12,0.610,1.376,1.977,154.203
15,3.060,2.390,0.516,-0.000,-0.800,13,1.792,-1.617,2.215,-105.662
15,3.060,2.390,0.516,-0.000,-0.800,14,2.130,-0.625,1.171,-102.836
16,3.273,2.390,0.356,-0.000,-0.800,0,-0.843,0.113,3.242,-175.693
16,3.273,2.390,0.356,-0.000,-0.800,1,-1.246,0.030,3.651,-174.883
16,3.273,2.390,0.356,-0.000,-0.800,2,1.388,0.311,1.003,-177.409
16,3.273,2.390,0.356,-0.000,-0.800,3,-1.130,-1.458,3.960,-152.726
16,3.273,2.390,0.356,-0.000,-0.800,4,-0.921,-0.311,3.377,-168.615
16,3.273,2.390,0.356,-0.000,-0.800,5,1.894,-2.258,2.661,-100.748
16,3.273,2.390,0.356,-0.000,-0.800,6,0.219,-1.250,2.700,-143.506
16,3.273,2.390,0.356,-0.000,-0.800,7,-0.754,0.014,3.162,-173.795
16,3.273,2.390,0.356,-0.000,-0.800,8,-2.031,-0.687,4.542,-166.727
16,3.273,2.390,0.356,-0.000,-0.800,9,0.785,1.254,1.838,150.778
16,3.273,2.390,0.356,-0.000,-0.800,10,1.586,1.505,1.402,124.993
16,3.273,2.390,0.356,-0.000,-0.800,11,1.047,-0.760,1.746,-140.276
16,3.273,2.390,0.356,-0.000,-0.800,12,0.610,1.376,2.052,150.176
16,3.273,2.390,0.356,-0.000,-0.800,13,1.862,-1.637,2.062,-104.844
16,3.273,2.390,0.356,-0.000,-0.800,14,2.215,-0.633,1.005,-100.013
17,3.473,2.390,0.196,-0.000,-0.800,0,-0.765,0.047,3.158,-177.290
17,3.473,2.390,0.196,-0.000,-0.800,1,-1.226,-0.024,3.623,-176.516
17,3.473,2.390,0.196,-0.000,-0.800,2,1.419,0.267,0.973,175.791
17,3.473,2.390,0.196,-0.000,-0.800,3,-1.115,-1.489,3.889,-154.317
17,3.473,2.390,0.196,-0.000,-0.800,4,-0.977,-0.386,3.417,-170.188
17,3.473,2.390,0.196,-0.000,-0.800,5,2.006,-2.286,2.511,-98.788
17,3.473,2.390,0.196,-0.000,-0.800,6,0.207,-1.233,2.609,-146.789
17,3.473,2.390,0.196,-0.000,-0.800,7,-0.754,0.014,3.149,-176.690
17,3.473,2.390,0.196,-0.000,-0.800,8,-2.101,-0.727,4.585,-168.383
17,3.473,2.390,0.196,-0.000,-0.800,9,0.859,1.178,1.819,147.321
17,3.473,2.390,0.196,-0.000,-0.800,10,1.542,1.558,1.604,121.911
17,3.473,2.390,0.196,-0.000,-0.800,11,0.965,-0.832,1.757,-144.203
17,3.473,2.390,0.196,-0.000,-0.800,12,0.610,1.376,2.136,146.450
17,3.473,2.390,0.196,-0.000,-0.800,13,1.931,-1.658,1.910,-103.894
17,3.473,2.390,0.196,-0.000,-0.800,14,2.301,-0.641,0.842,-96.087
18,3.673,2.329,0.048,-0.306,-0.739,0,-0.760,-0.021,3.090,-178.718
18,3.673,2.329,0.048,-0.306,-0.739,1,-1.207,-0.079,3.537,-177.943
18,3.673,2.329,0.048,-0.306,-0.739,2,1.451,0.224,0.895,168.659
18,3.673,2.329,0.048,-0.306,-0.739,3,-1.136,-1.514,3.801,-155.724
18,3.673,2.329,0.048,-0.306,-0.739,4,-1.033,-0.462,3.401,-171.371
18,3.673,2.329,0.048,-0.306,-0.739,5,2.119,-2.314,2.371,-95.079
18,3.673,2.329,0.048,-0.306,-0.739,6,0.195,-1.216,2.481,-149.351
18,3.673,2.329,0.048,-0.306,-0.739,7,-0.754,0.014,3.083,-179.368
18,3.673,2.329,0.048,-0.306,-0.739,8,-2.171,-0.768,4.573,-169.723
18,3.673,2.329,0.048,-0.306,-0.739,9,0.932,1.103,1.750,142.940
18,3.673,2.329,0.048,-0.306,-0.739,10,1.457,1.497,1.690,121.040
18,3.673,2.329,0.048,-0.306,-0.739,11,0.882,-0.904,1.731,-146.650
18,3.673,2.329,0.048,-0.306,-0.739,12,0.610,1.376,2.172,142.304
18,3.673,2.329,0.048,-0.306,-0.739,13,2.001,-1.678,1.757,-100.745
18,3.673,2.329,0.048,-0.306,-0.739,14,2.386,-0.649,0.700,-85.300
19,3.868,2.267,-0.100,-0.306,-0.739,0,-0.756,-0.089,3.024,179.791
19,3.868,2.267,-0.100,-0.306,-0.739,1,-1.257,-0.058,3.525,179.328
19,3.868,2.267,-0.100,-0.306,-0.739,2,1.483,0.181,0.833,160.322
19,3.868,2.267,-0.100,-0.306,-0.739,3,-1.157,-1.540,3.715,-157.197
19,3.868,2.267,-0.100,-0.306,-0.739,4,-1.090,-0.538,3.386,-172.565
19,3.868,2.267,-0.100,-0.306,-0.739,5,2.231,-2.342,2.242,-90.923
19,3.868,2.267,-0.100,-0.306,-0.739,6,0.182,-1.200,2.358,-152.188
19,3.868,2.267,-0.100,-0.306,-0.739,7,-0.754,0.014,3.024,177.843
19,3.868,2.267,-0.100,-0.306,-0.739,8,-2.141,-0.761,4.458,-171.468
19,3.868,2.267,-0.100,-0.306,-0.739,9,1.005,1.028,1.693,138.231
19,3.868,2.267,-0.100,-0.306,-0.739,10,1.440,1.474,1.778,117.738
19,3.868,2.267,-0.100,-0.306,-0.739,11,0.800,-0.975,1.709,-149.166
19,3.868,2.267,-0.100,-0.306,-0.739,12,0.610,1.376,2.219,138.315
19,3.868,2.267,-0.100,-0.306,-0.739,13,2.031,-1.693,1.610,-98.450
19,3.868,2.267,-0.100,-0.306,-0.739,14,2.454,-0.616,0.549,-70.114
20,4.065,2.154,-0.213,-0.566,-0.566,0,-0.752,-0.156,2.907,178.886
20,4.065,2.154,-0.213,-0.566,-0.566,1,-1.308,-0.038,3.466,177.107
20,4.065,2.154,-0.213,-0.566,-0.566,2,1.514,0.138,0.730,151.285
20,4.065,2.154,-0.213,-0.566,-0.566,3,-1.161,-1.576,3.585,-157.651
20,4.065,2.154,-0.213,-0.566,-0.566,4,-1.146,-0.613,3.325,-173.079
20,4.065,2.154,-0.213,-0.566,-0.566,5,2.344,-2.369,2.165,-84.977
20,4.065,2.154,-0.213,-0.566,-0.566,6,0.170,-1.183,2.209,-153.949
20,4.065,2.154,-0.213,-0.566,-0.566,7,-0.743,0.011,2.906,175.585
20,4.065,2.154,-0.213,-0.566,-0.566,8,-2.111,-0.754,4.299,-172.764
20,4.065,2.154,-0.213,-0.566,-0.566,9,1.078,0.953,1.586,132.717
20,4.065,2.154,-0.213,-0.566,-0.566,10,1.423,1.452,1.818,113.727
20,4.065,2.154,-0.213,-0.566,-0.566,11,0.718,-1.047,1.661,-149.844
20,4.065,2.154,-0.213,-0.566,-0.566,12,0.610,1.376,2.216,134.181
20,4.065,2.154,-0.213,-0.566,-0.566,13,2.061,-1.707,1.497,-93.592
20,4.065,2.154,-0.213,-0.566,-0.566,14,2.523,-0.583,0.522,-45.165
21,4.265,2.154,-0.373,-0.000,-0.800,0,-0.804,-0.190,2.964,176.465
21,4.265,2.154,-0.373,-0.000,-0.800,1,-1.358,-0.017,3.531,174.221
21,4.265,2.154,-0.373,-0.000,-0.800,2,1.510,0.115,0.808,142.874
21,4.265,2.154,-0.373,-0.000,-0.800,3,-1.165,-1.612,3.543,-159.523
21,4.265,2.154,-0.373,-0.000,-0.800,4,-1.202,-0.689,3.372,-174.616
21,4.265,2.154,-0.373,-0.000,-0.800,5,2.362,-2.430,2.067,-84.235
21,4.265,2.154,-0.373,-0.000,-0.800,6,0.158,-1.166,2.148,-158.333
21,4.265,2.154,-0.373,-0.000,-0.800,7,-0.770,-0.032,2.944,173.350
21,4.265,2.154,-0.373,-0.000,-0.800,8,-2.080,-0.748,4.251,-174.942
21,4.265,2.154,-0.373,-0.000,-0.800,9,1.152,0.877,1.603,128.735
21,4.265,2.154,-0.373,-0.000,-0.800,10,1.406,1.429,1.951,112.562
21,4.265,2.154,-0.373,-0.000,-0.800,11,0.636,-1.119,1.692,-153.828
21,4.265,2.154,-0.373,-0.000,-0.800,12,0.610,1.376,2.333,131.442
21,4.265,2.154,-0.373,-0.000,-0.800,13,2.090,-1.721,1.350,-92.720
21,4.265,2.154,-0.373,-0.000,-0.800,14,2.591,-0.550,0.471,-22.111
22,4.461,2.154,-0.533,-0.000,-0.800,0,-0.856,-0.224,3.026,174.139
22,4.461,2.154,-0.533,-0.000,-0.800,1,-1.409,0.003,3.603,171.446
22,4.461,2.154,-0.533,-0.000,-0.800,2,1.505,0.093,0.902,136.075
22,4.461,2.154,-0.533,-0.000,-0.800,3,-1.169,-1.649,3.505,-161.438
22,4.461,2.154,-0.533,-0.000,-0.800,4,-1.259,-0.765,3.421,-176.111
