step,time_s,robot_x,robot_y,robot_vx,robot_vy,agent_i,agent_x,agent_y,dist,angle_deg
1,0.266,1.300,1.861,0.566,0.566,0,-1.383,0.289,3.109,-149.629
1,0.266,1.300,1.861,0.566,0.566,1,-1.662,-0.169,3.591,-145.581
1,0.266,1.300,1.861,0.566,0.566,2,-0.165,1.435,1.526,-163.770
1,0.266,1.300,1.861,0.566,0.566,3,-0.839,-1.865,4.296,-119.853
1,0.266,1.300,1.861,0.566,0.566,4,0.002,-1.695,3.785,-110.049
1,0.266,1.300,1.861,0.566,0.566,5,0.636,-0.015,1.990,-109.505
1,0.266,1.300,1.861,0.566,0.566,6,-0.955,0.389,2.693,-146.866
1,0.266,1.300,1.861,0.566,0.566,7,0.085,-0.035,2.252,-122.651
1,0.266,1.300,1.861,0.566,0.566,8,0.689,0.884,1.152,-122.038
1,0.266,1.300,1.861,0.566,0.566,9,0.943,1.293,0.671,-122.141
1,0.266,1.300,1.861,0.566,0.566,10,-0.567,-0.702,3.170,-126.071
1,0.266,1.300,1.861,0.566,0.566,11,0.837,1.066,0.919,-120.203
1,0.266,1.300,1.861,0.566,0.566,12,-1.469,-0.067,3.374,-145.145
1,0.266,1.300,1.861,0.566,0.566,13,0.036,0.644,1.755,-136.087
1,0.266,1.300,1.861,0.566,0.566,14,0.953,-1.479,3.358,-95.924
2,0.474,1.448,1.922,0.739,0.306,0,-1.383,0.289,3.268,-150.013
2,0.474,1.448,1.922,0.739,0.306,1,-1.662,-0.169,3.748,-146.087
2,0.474,1.448,1.922,0.739,0.306,2,-0.165,1.435,1.685,-163.176
2,0.474,1.448,1.922,0.739,0.306,3,-0.839,-1.865,4.424,-121.119
2,0.474,1.448,1.922,0.739,0.306,4,0.002,-1.695,3.895,-111.783
2,0.474,1.448,1.922,0.739,0.306,5,0.636,-0.015,2.100,-112.750
2,0.474,1.448,1.922,0.739,0.306,6,-0.955,0.389,2.851,-147.460
2,0.474,1.448,1.922,0.739,0.306,7,0.085,-0.035,2.385,-124.848
2,0.474,1.448,1.922,0.739,0.306,8,0.754,0.817,1.305,-122.120
2,0.474,1.448,1.922,0.739,0.306,9,0.943,1.293,0.806,-128.733
2,0.474,1.448,1.922,0.739,0.306,10,-0.552,-0.710,3.306,-127.231
2,0.474,1.448,1.922,0.739,0.306,11,0.837,1.066,1.051,-125.496
2,0.474,1.448,1.922,0.739,0.306,12,-1.469,-0.067,3.531,-145.701
2,0.474,1.448,1.922,0.739,0.306,13,0.036,0.644,1.905,-137.844
2,0.474,1.448,1.922,0.739,0.306,14,0.953,-1.479,3.437,-98.270
3,0.672,1.596,1.983,0.739,0.306,0,-1.383,0.289,3.426,-150.362
3,0.672,1.596,1.983,0.739,0.306,1,-1.662,-0.169,3.905,-146.551
3,0.672,1.596,1.983,0.739,0.306,2,-0.165,1.435,1.844,-162.684
3,0.672,1.596,1.983,0.739,0.306,3,-0.839,-1.865,4.554,-122.313
3,0.672,1.596,1.983,0.739,0.306,4,0.002,-1.695,4.009,-113.420
3,0.672,1.596,1.983,0.739,0.306,5,0.636,-0.015,2.217,-115.663
3,0.672,1.596,1.983,0.739,0.306,6,-0.955,0.389,3.008,-147.991
3,0.672,1.596,1.983,0.739,0.306,7,0.085,-0.035,2.522,-126.810
3,0.672,1.596,1.983,0.739,0.306,8,0.819,0.750,1.457,-122.185
3,0.672,1.596,1.983,0.739,0.306,9,0.943,1.293,0.950,-133.383
3,0.672,1.596,1.983,0.739,0.306,10,-0.538,-0.718,3.443,-128.300
3,0.672,1.596,1.983,0.739,0.306,11,0.837,1.066,1.190,-129.583
3,0.672,1.596,1.983,0.739,0.306,12,-1.469,-0.067,3.687,-146.209
3,0.672,1.596,1.983,0.739,0.306,13,0.036,0.644,2.056,-139.344
3,0.672,1.596,1.983,0.739,0.306,14,0.982,-1.459,3.496,-100.107
4,0.872,1.743,2.045,0.739,0.306,0,-1.383,0.289,3.585,-150.680
4,0.872,1.743,2.045,0.739,0.306,1,-1.662,-0.169,4.062,-146.980
4,0.872,1.743,2.045,0.739,0.306,2,-0.165,1.435,2.003,-162.271
4,0.872,1.743,2.045,0.739,0.306,3,-0.839,-1.865,4.685,-123.440
4,0.872,1.743,2.045,0.739,0.306,4,0.002,-1.695,4.125,-114.966
4,0.872,1.743,2.045,0.739,0.306,5,0.636,-0.015,2.338,-118.279
4,0.872,1.743,2.045,0.739,0.306,6,-0.955,0.389,3.166,-148.469
4,0.872,1.743,2.045,0.739,0.306,7,0.085,-0.035,2.660,-128.569
4,0.872,1.743,2.045,0.739,0.306,8,0.885,0.683,1.610,-122.237
4,0.872,1.743,2.045,0.739,0.306,9,0.943,1.293,1.098,-136.797
4,0.872,1.743,2.045,0.739,0.306,10,-0.524,-0.727,3.581,-129.286
4,0.872,1.743,2.045,0.739,0.306,11,0.806,1.049,1.368,-133.259
4,0.872,1.743,2.045,0.739,0.306,12,-1.469,-0.067,3.844,-146.676
4,0.872,1.743,2.045,0.739,0.306,13,0.036,0.644,2.209,-140.637
4,0.872,1.743,2.045,0.739,0.306,14,1.011,-1.438,3.559,-101.881
5,1.077,1.849,2.001,0.527,-0.218,0,-1.383,0.289,3.657,-152.085
5,1.077,1.849,2.001,0.527,-0.218,1,-1.662,-0.169,4.127,-148.286
5,1.077,1.849,2.001,0.527,-0.218,2,-0.165,1.435,2.092,-164.290
5,1.077,1.849,2.001,0.527,-0.218,3,-0.839,-1.865,4.708,-124.804
5,1.077,1.849,2.001,0.527,-0.218,4,0.002,-1.695,4.132,-116.548
5,1.077,1.849,2.001,0.527,-0.218,5,0.636,-0.015,2.352,-121.045
5,1.077,1.849,2.001,0.527,-0.218,6,-0.955,0.389,3.235,-150.106
5,1.077,1.849,2.001,0.527,-0.218,7,0.085,-0.035,2.694,-130.901
5,1.077,1.849,2.001,0.527,-0.218,8,0.950,0.616,1.651,-122.981
5,1.077,1.849,2.001,0.527,-0.218,9,0.943,1.293,1.150,-141.988
5,1.077,1.849,2.001,0.527,-0.218,10,-0.510,-0.735,3.612,-130.760
5,1.077,1.849,2.001,0.527,-0.218,11,0.775,1.031,1.448,-137.907
5,1.077,1.849,2.001,0.527,-0.218,12,-1.469,-0.067,3.910,-148.060
5,1.077,1.849,2.001,0.527,-0.218,13,0.036,0.644,2.265,-143.184
5,1.077,1.849,2.001,0.527,-0.218,14,1.039,-1.418,3.514,-103.323
6,1.276,1.962,1.888,0.566,-0.566,0,-1.383,0.289,3.707,-154.450
6,1.276,1.962,1.888,0.566,-0.566,1,-1.662,-0.169,4.167,-150.427
6,1.276,1.962,1.888,0.566,-0.566,2,-0.165,1.435,2.175,-167.969
6,1.276,1.962,1.888,0.566,-0.566,3,-0.839,-1.865,4.683,-126.731
6,1.276,1.962,1.888,0.566,-0.566,4,0.002,-1.695,4.084,-118.677
6,1.276,1.962,1.888,0.566,-0.566,5,0.636,-0.015,2.319,-124.885
6,1.276,1.962,1.888,0.566,-0.566,6,-0.955,0.389,3.280,-152.805
6,1.276,1.962,1.888,0.566,-0.566,7,0.085,-0.035,2.688,-134.306
6,1.276,1.962,1.888,0.566,-0.566,8,1.015,0.548,1.640,-125.258
6,1.276,1.962,1.888,0.566,-0.566,9,0.943,1.293,1.180,-149.725
6,1.276,1.962,1.888,0.566,-0.566,10,-0.495,-0.744,3.601,-133.040
6,1.276,1.962,1.888,0.566,-0.566,11,0.743,1.013,1.500,-144.319
6,1.276,1.962,1.888,0.566,-0.566,12,-1.469,-0.067,3.949,-150.322
6,1.276,1.962,1.888,0.566,-0.566,13,0.036,0.644,2.293,-147.144
6,1.276,1.962,1.888,0.566,-0.566,14,1.068,-1.398,3.405,-105.225
7,1.470,2.075,1.775,0.566,-0.566,0,-1.383,0.289,3.763,-156.747
7,1.470,2.075,1.775,0.566,-0.566,1,-1.662,-0.169,4.213,-152.526
7,1.470,2.075,1.775,0.566,-0.566,2,-0.165,1.435,2.266,-171.366
7,1.470,2.075,1.775,0.566,-0.566,3,-0.839,-1.865,4.662,-128.677
7,1.470,2.075,1.775,0.566,-0.566,4,0.002,-1.695,4.042,-120.855
7,1.470,2.075,1.775,0.566,-0.566,5,0.636,-0.015,2.296,-128.818
7,1.470,2.075,1.775,0.566,-0.566,6,-0.955,0.389,3.332,-155.425
7,1.470,2.075,1.775,0.566,-0.566,7,0.085,-0.035,2.690,-137.715
7,1.470,2.075,1.775,0.566,-0.566,8,1.080,0.481,1.632,-127.563
7,1.470,2.075,1.775,0.566,-0.566,9,0.943,1.293,1.230,-156.951
7,1.470,2.075,1.775,0.566,-0.566,10,-0.405,-0.685,3.493,-135.231
7,1.470,2.075,1.775,0.566,-0.566,11,0.712,0.995,1.571,-150.225
7,1.470,2.075,1.775,0.566,-0.566,12,-1.469,-0.067,3.994,-152.536
7,1.470,2.075,1.775,0.566,-0.566,13,0.020,0.654,2.340,-151.401
7,1.470,2.075,1.775,0.566,-0.566,14,1.096,-1.377,3.300,-107.250
8,1.677,2.136,1.627,0.306,-0.739,0,-1.383,0.289,3.765,-159.183
8,1.677,2.136,1.627,0.306,-0.739,1,-1.662,-0.169,4.202,-154.700
8,1.677,2.136,1.627,0.306,-0.739,2,-0.165,1.435,2.309,-175.223
8,1.677,2.136,1.627,0.306,-0.739,3,-0.829,-1.872,4.586,-130.286
8,1.677,2.136,1.627,0.306,-0.739,4,0.002,-1.695,3.948,-122.718
8,1.677,2.136,1.627,0.306,-0.739,5,0.636,-0.015,2.224,-132.436
8,1.677,2.136,1.627,0.306,-0.739,6,-0.955,0.389,3.330,-158.177
8,1.677,2.136,1.627,0.306,-0.739,7,0.085,-0.035,2.640,-140.984
8,1.677,2.136,1.627,0.306,-0.739,8,1.146,0.414,1.566,-129.245
8,1.677,2.136,1.627,0.306,-0.739,9,0.943,1.293,1.239,-164.371
8,1.677,2.136,1.627,0.306,-0.739,10,-0.314,-0.626,3.328,-137.396
8,1.677,2.136,1.627,0.306,-0.739,11,0.680,0.977,1.595,-155.939
8,1.677,2.136,1.627,0.306,-0.739,12,-1.469,-0.067,3.984,-154.829
8,1.677,2.136,1.627,0.306,-0.739,13,0.005,0.665,2.338,-155.714
8,1.677,2.136,1.627,0.306,-0.739,14,1.125,-1.357,3.151,-108.723
9,1.859,2.198,1.479,0.306,-0.739,0,-1.383,0.289,3.773,-161.613
9,1.859,2.198,1.479,0.306,-0.739,1,-1.725,-0.193,4.264,-156.909
9,1.859,2.198,1.479,0.306,-0.739,2,-0.165,1.435,2.363,-178.921
9,1.859,2.198,1.479,0.306,-0.739,3,-0.820,-1.878,4.514,-131.948
9,1.859,2.198,1.479,0.306,-0.739,4,0.002,-1.695,3.859,-124.669
9,1.859,2.198,1.479,0.306,-0.739,5,0.636,-0.015,2.161,-136.282
9,1.859,2.198,1.479,0.306,-0.739,6,-0.955,0.389,3.336,-160.926
9,1.859,2.198,1.479,0.306,-0.739,7,0.085,-0.035,2.600,-144.367
9,1.859,2.198,1.479,0.306,-0.739,8,1.211,0.347,1.502,-131.073
9,1.859,2.198,1.479,0.306,-0.739,9,0.949,1.392,1.252,-176.001
9,1.859,2.198,1.479,0.306,-0.739,10,-0.223,-0.568,3.170,-139.782
9,1.859,2.198,1.479,0.306,-0.739,11,0.649,0.959,1.634,-161.431
9,1.859,2.198,1.479,0.306,-0.739,12,-1.469,-0.067,3.979,-157.131
9,1.859,2.198,1.479,0.306,-0.739,13,-0.010,0.676,2.349,-160.011
9,1.859,2.198,1.479,0.306,-0.739,14,1.238,-1.343,2.981,-108.787
10,2.063,2.117,1.398,-0.403,-0.403,0,-1.383,0.289,3.671,-162.411
10,2.063,2.117,1.398,-0.403,-0.403,1,-1.788,-0.218,4.226,-157.514
10,2.063,2.117,1.398,-0.403,-0.403,2,-0.165,1.435,2.282,179.091
10,2.063,2.117,1.398,-0.403,-0.403,3,-0.811,-1.885,4.399,-131.721
10,2.063,2.117,1.398,-0.403,-0.403,4,0.029,-1.742,3.771,-123.623
10,2.063,2.117,1.398,-0.403,-0.403,5,0.636,-0.015,2.047,-136.353
10,2.063,2.117,1.398,-0.403,-0.403,6,-0.955,0.389,3.234,-161.810
10,2.063,2.117,1.398,-0.403,-0.403,7,0.085,-0.035,2.487,-144.795
10,2.063,2.117,1.398,-0.403,-0.403,8,1.231,0.336,1.384,-129.831
10,2.063,2.117,1.398,-0.403,-0.403,9,0.955,1.490,1.166,175.470
10,2.063,2.117,1.398,-0.403,-0.403,10,-0.132,-0.509,2.948,-139.698
10,2.063,2.117,1.398,-0.403,-0.403,11,0.617,0.941,1.568,-163.031
10,2.063,2.117,1.398,-0.403,-0.403,12,-1.469,-0.067,3.874,-157.767
10,2.063,2.117,1.398,-0.403,-0.403,13,-0.025,0.687,2.257,-161.625
10,2.063,2.117,1.398,-0.403,-0.403,14,1.350,-1.329,2.833,-105.702
11,2.259,2.198,1.318,0.403,-0.403,0,-1.383,0.289,3.725,-163.969
11,2.259,2.198,1.318,0.403,-0.403,1,-1.851,-0.243,4.339,-158.923
11,2.259,2.198,1.318,0.403,-0.403,2,-0.165,1.435,2.365,177.168
11,2.259,2.198,1.318,0.403,-0.403,3,-0.801,-1.892,4.392,-133.059
11,2.259,2.198,1.318,0.403,-0.403,4,0.055,-1.789,3.774,-124.593
11,2.259,2.198,1.318,0.403,-0.403,5,0.636,-0.015,2.053,-139.539
11,2.259,2.198,1.318,0.403,-0.403,6,-0.955,0.389,3.287,-163.585
11,2.259,2.198,1.318,0.403,-0.403,7,0.085,-0.035,2.509,-147.364
11,2.259,2.198,1.318,0.403,-0.403,8,1.250,0.324,1.373,-133.648
11,2.259,2.198,1.318,0.403,-0.403,9,0.960,1.589,1.267,167.624
11,2.259,2.198,1.318,0.403,-0.403,10,-0.041,-0.450,2.852,-141.701
11,2.259,2.198,1.318,0.403,-0.403,11,0.586,0.923,1.659,-166.235
11,2.259,2.198,1.318,0.403,-0.403,12,-1.469,-0.067,3.919,-159.305
11,2.259,2.198,1.318,0.403,-0.403,13,-0.041,0.698,2.322,-164.513
11,2.259,2.198,1.318,0.403,-0.403,14,1.463,-1.315,2.733,-105.595
12,2.469,2.278,1.237,0.403,-0.403,0,-1.383,0.289,3.781,-165.482
12,2.469,2.278,1.237,0.403,-0.403,1,-1.914,-0.267,4.454,-160.260
12,2.469,2.278,1.237,0.403,-0.403,2,-0.165,1.435,2.451,175.377
12,2.469,2.278,1.237,0.403,-0.403,3,-0.792,-1.898,4.388,-134.401
12,2.469,2.278,1.237,0.403,-0.403,4,0.081,-1.836,3.777,-125.561
12,2.469,2.278,1.237,0.403,-0.403,5,0.636,-0.015,2.065,-142.697
12,2.469,2.278,1.237,0.403,-0.403,6,-0.955,0.389,3.343,-165.303
12,2.469,2.278,1.237,0.403,-0.403,7,0.085,-0.035,2.536,-149.883
12,2.469,2.278,1.237,0.403,-0.403,8,1.270,0.313,1.368,-137.509
12,2.469,2.278,1.237,0.403,-0.403,9,0.966,1.688,1.388,161.038
12,2.469,2.278,1.237,0.403,-0.403,10,0.050,-0.391,2.760,-143.842
12,2.469,2.278,1.237,0.403,-0.403,11,0.554,0.905,1.755,-169.096
12,2.469,2.278,1.237,0.403,-0.403,12,-1.469,-0.067,3.968,-160.807
12,2.469,2.278,1.237,0.403,-0.403,13,-0.056,0.708,2.393,-167.238
12,2.469,2.278,1.237,0.403,-0.403,14,1.575,-1.301,2.633,-105.481
13,2.664,2.359,1.156,0.403,-0.403,0,-1.383,0.289,3.841,-166.949
13,2.664,2.359,1.156,0.403,-0.403,1,-1.977,-0.292,4.572,-161.530
13,2.664,2.359,1.156,0.403,-0.403,2,-0.165,1.435,2.539,173.708
13,2.664,2.359,1.156,0.403,-0.403,3,-0.783,-1.905,4.386,-135.744
13,2.664,2.359,1.156,0.403,-0.403,4,0.108,-1.883,3.782,-126.528
13,2.664,2.359,1.156,0.403,-0.403,5,0.636,-0.015,2.083,-145.809
13,2.664,2.359,1.156,0.403,-0.403,6,-1.055,0.393,3.499,-167.396
13,2.664,2.359,1.156,0.403,-0.403,7,0.085,-0.035,2.568,-152.345
13,2.664,2.359,1.156,0.403,-0.403,8,1.289,0.302,1.369,-141.380
13,2.664,2.359,1.156,0.403,-0.403,9,0.972,1.787,1.524,155.567
13,2.664,2.359,1.156,0.403,-0.403,10,0.141,-0.333,2.671,-146.128
13,2.664,2.359,1.156,0.403,-0.403,11,0.523,0.887,1.856,-171.654
13,2.664,2.359,1.156,0.403,-0.403,12,-1.469,-0.067,4.019,-162.272
13,2.664,2.359,1.156,0.403,-0.403,13,-0.071,0.719,2.469,-169.800
13,2.664,2.359,1.156,0.403,-0.403,14,1.688,-1.286,2.533,-105.357
14,2.866,2.420,1.008,0.306,-0.739,0,-1.383,0.289,3.870,-169.287
14,2.866,2.420,1.008,0.306,-0.739,1,-2.040,-0.317,4.653,-163.453
14,2.866,2.420,1.008,0.306,-0.739,2,-0.165,1.435,2.620,170.640
14,2.866,2.420,1.008,0.306,-0.739,3,-0.773,-1.911,4.327,-137.563
14,2.866,2.420,1.008,0.306,-0.739,4,0.134,-1.930,3.723,-127.883
14,2.866,2.420,1.008,0.306,-0.739,5,0.636,-0.015,2.057,-150.177
14,2.866,2.420,1.008,0.306,-0.739,6,-1.155,0.397,3.628,-170.294
14,2.866,2.420,1.008,0.306,-0.739,7,0.085,-0.035,2.558,-155.916
14,2.866,2.420,1.008,0.306,-0.739,8,1.309,0.290,1.323,-147.132
14,2.866,2.420,1.008,0.306,-0.739,9,0.977,1.885,1.688,148.713
14,2.866,2.420,1.008,0.306,-0.739,10,0.232,-0.274,2.536,-149.631
14,2.866,2.420,1.008,0.306,-0.739,11,0.524,0.887,1.900,-176.329
14,2.866,2.420,1.008,0.306,-0.739,12,-1.469,-0.067,4.035,-164.537
14,2.866,2.420,1.008,0.306,-0.739,13,-0.086,0.730,2.522,-173.657
14,2.866,2.420,1.008,0.306,-0.739,14,1.801,-1.272,2.363,-105.196
15,3.067,2.481,0.861,0.306,-0.739,0,-1.383,0.289,3.906,-171.585
15,3.067,2.481,0.861,0.306,-0.739,1,-2.103,-0.341,4.739,-165.308
15,3.067,2.481,0.861,0.306,-0.739,2,-0.165,1.435,2.708,167.764
15,3.067,2.481,0.861,0.306,-0.739,3,-0.764,-1.918,4.272,-139.431
15,3.067,2.481,0.861,0.306,-0.739,4,0.161,-1.977,3.666,-129.281
15,3.067,2.481,0.861,0.306,-0.739,5,0.636,-0.015,2.043,-154.633
15,3.067,2.481,0.861,0.306,-0.739,6,-1.255,0.401,3.765,-172.986
15,3.067,2.481,0.861,0.306,-0.739,7,0.085,-0.035,2.559,-159.500
15,3.067,2.481,0.861,0.306,-0.739,8,1.328,0.279,1.292,-153.230
15,3.067,2.481,0.861,0.306,-0.739,9,0.983,1.984,1.873,143.140
15,3.067,2.481,0.861,0.306,-0.739,10,0.323,-0.215,2.412,-153.511
15,3.067,2.481,0.861,0.306,-0.739,11,0.524,0.887,1.957,179.240
15,3.067,2.481,0.861,0.306,-0.739,12,-1.469,-0.067,4.058,-166.780
15,3.067,2.481,0.861,0.306,-0.739,13,-0.102,0.741,2.586,-177.339
15,3.067,2.481,0.861,0.306,-0.739,14,1.913,-1.258,2.194,-105.009
16,3.266,2.543,0.713,0.306,-0.739,0,-1.383,0.289,3.948,-173.837
16,3.266,2.543,0.713,0.306,-0.739,1,-2.166,-0.366,4.831,-167.095
16,3.266,2.543,0.713,0.306,-0.739,2,-0.163,1.370,2.785,166.359
16,3.266,2.543,0.713,0.306,-0.739,3,-0.755,-1.924,4.222,-141.345
16,3.266,2.543,0.713,0.306,-0.739,4,0.187,-2.024,3.611,-130.722
16,3.266,2.543,0.713,0.306,-0.739,5,0.636,-0.015,2.041,-159.123
16,3.266,2.543,0.713,0.306,-0.739,6,-1.355,0.405,3.910,-175.483
16,3.266,2.543,0.713,0.306,-0.739,7,0.085,-0.035,2.569,-163.069
16,3.266,2.543,0.713,0.306,-0.739,8,1.348,0.267,1.275,-159.560
16,3.266,2.543,0.713,0.306,-0.739,9,0.937,1.971,2.040,141.908
16,3.266,2.543,0.713,0.306,-0.739,10,0.414,-0.156,2.299,-157.792
16,3.266,2.543,0.713,0.306,-0.739,11,0.525,0.886,2.025,175.082
16,3.266,2.543,0.713,0.306,-0.739,12,-1.474,0.040,4.073,-170.491
16,3.266,2.543,0.713,0.306,-0.739,13,-0.117,0.751,2.660,179.170
16,3.266,2.543,0.713,0.306,-0.739,14,2.026,-1.244,2.024,-104.791
17,3.462,2.657,0.713,0.571,0.000,0,-1.372,0.280,4.052,-173.871
17,3.462,2.657,0.713,0.571,0.000,1,-2.229,-0.391,5.009,-167.272
17,3.462,2.657,0.713,0.571,0.000,2,-0.118,1.436,2.868,165.386
17,3.462,2.657,0.713,0.571,0.000,3,-0.745,-1.931,4.309,-142.147
17,3.462,2.657,0.713,0.571,0.000,4,0.213,-2.071,3.704,-131.277
17,3.462,2.657,0.713,0.571,0.000,5,0.636,-0.015,2.148,-160.208
17,3.462,2.657,0.713,0.571,0.000,6,-1.455,0.409,4.123,-175.773
17,3.462,2.657,0.713,0.571,0.000,7,0.085,-0.035,2.679,-163.779
17,3.462,2.657,0.713,0.571,0.000,8,1.367,0.256,1.368,-160.497
17,3.462,2.657,0.713,0.571,0.000,9,0.891,1.959,2.161,144.792
17,3.462,2.657,0.713,0.571,0.000,10,0.505,-0.098,2.300,-159.366
17,3.462,2.657,0.713,0.571,0.000,11,0.478,0.861,2.184,176.097
17,3.462,2.657,0.713,0.571,0.000,12,-1.417,-0.015,4.138,-169.878
17,3.462,2.657,0.713,0.571,0.000,13,-0.132,0.762,2.789,178.987
17,3.462,2.657,0.713,0.571,0.000,14,2.139,-1.230,2.011,-104.935
18,3.664,2.657,0.553,-0.000,-0.800,0,-1.362,0.271,4.028,-175.993
18,3.664,2.657,0.553,-0.000,-0.800,1,-2.292,-0.415,5.043,-168.930
18,3.664,2.657,0.553,-0.000,-0.800,2,-0.073,1.503,2.890,160.804
18,3.664,2.657,0.553,-0.000,-0.800,3,-0.736,-1.938,4.209,-143.718
18,3.664,2.657,0.553,-0.000,-0.800,4,0.240,-2.118,3.602,-132.147
18,3.664,2.657,0.553,-0.000,-0.800,5,0.636,-0.015,2.099,-164.321
18,3.664,2.657,0.553,-0.000,-0.800,6,-1.555,0.413,4.215,-178.098
18,3.664,2.657,0.553,-0.000,-0.800,7,0.085,-0.035,2.638,-167.118
18,3.664,2.657,0.553,-0.000,-0.800,8,1.387,0.245,1.307,-166.363
18,3.664,2.657,0.553,-0.000,-0.800,9,0.845,1.946,2.286,142.437
18,3.664,2.657,0.553,-0.000,-0.800,10,0.596,-0.039,2.144,-163.984
18,3.664,2.657,0.553,-0.000,-0.800,11,0.432,0.836,2.243,172.737
18,3.664,2.657,0.553,-0.000,-0.800,12,-1.360,-0.069,4.065,-171.200
18,3.664,2.657,0.553,-0.000,-0.800,13,-0.172,0.716,2.834,176.703
18,3.664,2.657,0.553,-0.000,-0.800,14,2.251,-1.216,1.815,-102.916
19,3.865,2.657,0.393,-0.000,-0.800,0,-1.352,0.262,4.010,-178.138
19,3.865,2.657,0.393,-0.000,-0.800,1,-2.355,-0.440,5.080,-170.565
19,3.865,2.657,0.393,-0.000,-0.800,2,-0.027,1.570,2.931,156.321
19,3.865,2.657,0.393,-0.000,-0.800,3,-0.727,-1.944,4.112,-145.364
19,3.865,2.657,0.393,-0.000,-0.800,4,0.266,-2.164,3.501,-133.069
19,3.865,2.657,0.393,-0.000,-0.800,5,0.636,-0.015,2.062,-168.606
19,3.865,2.657,0.393,-0.000,-0.800,6,-1.655,0.417,4.312,179.680
19,3.865,2.657,0.393,-0.000,-0.800,7,0.085,-0.035,2.607,-170.547
19,3.865,2.657,0.393,-0.000,-0.800,8,1.406,0.233,1.261,-172.730
19,3.865,2.657,0.393,-0.000,-0.800,9,0.799,1.934,2.414,140.329
19,3.865,2.657,0.393,-0.000,-0.800,10,0.687,0.020,2.005,-169.283
19,3.865,2.657,0.393,-0.000,-0.800,11,0.385,0.811,2.310,169.560
19,3.865,2.657,0.393,-0.000,-0.800,12,-1.303,-0.123,3.993,-172.571
19,3.865,2.657,0.393,-0.000,-0.800,13,-0.213,0.669,2.883,174.493
19,3.865,2.657,0.393,-0.000,-0.800,14,2.364,-1.202,1.621,-100.411
20,4.065,2.657,0.233,-0.000,-0.800,0,-1.341,0.254,3.998,179.701
20,4.065,2.657,0.233,-0.000,-0.800,1,-2.418,-0.465,5.122,-172.174
20,4.065,2.657,0.233,-0.000,-0.800,2,0.018,1.637,2.989,151.987
20,4.065,2.657,0.233,-0.000,-0.800,3,-0.759,-2.007,4.084,-146.739
20,4.065,2.657,0.233,-0.000,-0.800,4,0.293,-2.211,3.400,-134.045
20,4.065,2.657,0.233,-0.000,-0.800,5,0.636,-0.015,2.036,-173.023
20,4.065,2.657,0.233,-0.000,-0.800,6,-1.755,0.421,4.416,177.559
20,4.065,2.657,0.233,-0.000,-0.800,7,0.085,-0.035,2.586,-174.046
20,4.065,2.657,0.233,-0.000,-0.800,8,1.426,0.222,1.231,-179.491
20,4.065,2.657,0.233,-0.000,-0.800,9,0.753,1.921,2.545,138.436
20,4.065,2.657,0.233,-0.000,-0.800,10,0.711,0.082,1.951,-175.580
20,4.065,2.657,0.233,-0.000,-0.800,11,0.338,0.786,2.384,166.571
20,4.065,2.657,0.233,-0.000,-0.800,12,-1.246,-0.178,3.924,-173.991
20,4.065,2.657,0.233,-0.000,-0.800,13,-0.253,0.623,2.936,172.359
20,4.065,2.657,0.233,-0.000,-0.800,14,2.476,-1.188,1.432,-97.236
21,4.263,2.657,0.073,-0.000,-0.800,0,-1.331,0.245,3.991,177.530
21,4.263,2.657,0.073,-0.000,-0.800,1,-2.481,-0.489,5.168,-173.755
21,4.263,2.657,0.073,-0.000,-0.800,2,0.063,1.703,3.063,147.840
21,4.263,2.657,0.073,-0.000,-0.800,3,-0.705,-1.969,3.934,-148.732
21,4.263,2.657,0.073,-0.000,-0.800,4,0.319,-2.258,3.301,-135.079
21,4.263,2.657,0.073,-0.000,-0.800,5,0.636,-0.015,2.023,-177.526
21,4.263,2.657,0.073,-0.000,-0.800,6,-1.855,0.425,4.526,175.538
21,4.263,2.657,0.073,-0.000,-0.800,7,0.085,-0.035,2.574,-177.590
21,4.263,2.657,0.073,-0.000,-0.800,8,1.445,0.210,1.219,173.518
21,4.263,2.657,0.073,-0.000,-0.800,9,0.747,1.907,2.648,136.155
21,4.263,2.657,0.073,-0.000,-0.800,10,0.736,0.145,1.922,177.851
21,4.263,2.657,0.073,-0.000,-0.800,11,0.292,0.761,2.463,163.767
21,4.263,2.657,0.073,-0.000,-0.800,12,-1.189,-0.232,3.858,-175.461
21,4.263,2.657,0.073,-0.000,-0.800,13,-0.235,0.596,2.939,169.753
21,4.263,2.657,0.073,-0.000,-0.800,14,2.589,-1.174,1.248,-93.111
22,4.463,2.576,-0.008,-0.403,-0.403,0,-1.320,0.236,3.904,176.419
22,4.463,2.576,-0.008,-0.403,-0.403,1,-2.544,-0.514,5.145,-174.354
22,4.463,2.576,-0.008,-0.403,-0.403,2,0.109,1.770,3.041,144.222
22,4.463,2.576,-0.008,-0.403,-0.403,3,-0.652,-1.930,3.757,-149.226
22,4.463,2.576,-0.008,-0.403,-0.403,4,0.345,-2.305,3.202,-134.154
22,4.463,2.576,-0.008,-0.403,-0.403,5,0.636,-0.015,1.940,-179.804
22,4.463,2.576,-0.008,-0.403,-0.403,6,-1.955,0.429,4.553,174.494
22,4.463,2.576,-0.008,-0.403,-0.403,7,0.085,-0.035,2.491,-179.367
22,4.463,2.576,-0.008,-0.403,-0.403,8,1.465,0.199,1.131,169.451
22,4.463,2.576,-0.008,-0.403,-0.403,9,0.741,1.894,2.643,133.986
